Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"X2859403A", 0.208, 1,    113.822,  -40.9,   0.94781, 2,    113.828,  139.1,   0.94787, 0, 0, 0, 0
"X2954345C", 0.208, 1,    123.886,   79.4,    1.0316, 2,    123.894, -100.7,    1.0317, 0, 0, 0, 0
"X3160098A", 0.208, 1,    121.047,  -42.9,     1.008, 2,    121.054,  137.1,     1.008, 0, 0, 0, 0
"X3254228B", 0.208, 1,    120.023, -165.6,   0.99945, 2,     120.03,   14.4,   0.99951, 0, 0, 0, 0
"X3101788A", 0.208, 1,    117.903,  -45.4,    0.9818, 2,     117.91,  134.6,   0.98186, 0, 0, 0, 0
"X2785513A", 0.208, 1,    120.775,  -44.6,    1.0057, 2,    120.782,  135.4,    1.0058, 0, 0, 0, 0
"X3231269B", 0.208, 1,    119.676, -167.5,   0.99656, 2,    119.683,   12.5,   0.99662, 0, 0, 0, 0
"X2991921C", 0.208, 1,    122.612,   79.6,     1.021, 2,    122.619, -100.4,    1.0211, 0, 0, 0, 0
"X3122826A", 0.208, 1,    120.488,  -41.0,    1.0033, 2,    120.495,  138.9,    1.0034, 0, 0, 0, 0
"X2842390C", 0.208, 1,    121.551,   81.2,    1.0122, 2,    121.558,  -98.8,    1.0122, 0, 0, 0, 0
"X2991913A", 0.208, 1,    122.519,  -40.6,    1.0202, 2,    122.526,  139.4,    1.0203, 0, 0, 0, 0
"X3104144A", 0.208, 1,    119.806,  -43.3,   0.99765, 2,    119.813,  136.7,   0.99771, 0, 0, 0, 0
"X2804270B", 0.208, 1,    120.466, -165.6,    1.0031, 2,    120.473,   14.4,    1.0032, 0, 0, 0, 0
"X2917333A", 0.208, 1,    120.119,  -37.9,    1.0003, 2,    120.126,  142.1,    1.0003, 0, 0, 0, 0
"X2673315A", 0.208, 1,    116.496,  -39.9,   0.97008, 2,    116.503,  140.1,   0.97014, 0, 0, 0, 0
"X2688693C", 0.208, 1,    121.672,   80.9,    1.0132, 2,     121.68,  -99.1,    1.0132, 0, 0, 0, 0
"X2841645C", 0.208, 1,    121.643,   79.1,    1.0129, 2,     121.65, -100.9,     1.013, 0, 0, 0, 0
"X3048200B", 0.208, 1,     115.87, -162.4,   0.96487, 2,    115.877,   17.6,   0.96492, 0, 0, 0, 0
"X3048208A", 0.208, 1,    123.809,  -40.2,     1.031, 2,    123.816,  139.7,     1.031, 0, 0, 0, 0
"X3067507C", 0.208, 1,    123.578,   82.2,    1.0291, 2,    123.585,  -97.8,    1.0291, 0, 0, 0, 0
"X2804249C", 0.208, 1,    121.986,   81.0,    1.0158, 2,    121.993,  -99.0,    1.0159, 0, 0, 0, 0
"X2936213B", 0.208, 1,    123.491, -163.2,    1.0283, 2,    123.499,   16.8,    1.0284, 0, 0, 0, 0
"X3215340A", 0.208, 1,    118.233,  -45.3,   0.98455, 2,     118.24,  134.7,   0.98461, 0, 0, 0, 0
"X3118855C", 0.208, 1,    124.362,   80.3,    1.0356, 2,    124.369,  -99.7,    1.0356, 0, 0, 0, 0
"X3085397B", 0.208, 1,     118.34, -167.2,   0.98544, 2,    118.347,   12.8,    0.9855, 0, 0, 0, 0
"X3104796C", 0.208, 1,     123.55,   81.8,    1.0288, 2,    123.558,  -98.2,    1.0289, 0, 0, 0, 0
"X3108449A", 0.208, 1,    112.263,  -41.7,   0.93484, 2,     112.27,  138.3,   0.93489, 0, 0, 0, 0
"X2673307C", 0.208, 1,    120.321,   81.0,    1.0019, 2,    120.328,  -99.0,     1.002, 0, 0, 0, 0
"X2973159A", 0.208, 1,    118.743,  -45.0,   0.98879, 2,     118.75,  135.0,   0.98885, 0, 0, 0, 0
"X3101787A", 0.208, 1,      117.9,  -45.4,   0.98177, 2,    117.907,  134.6,   0.98183, 0, 0, 0, 0
"X2785521C", 0.208, 1,    123.577,   79.3,     1.029, 2,    123.584, -100.7,    1.0291, 0, 0, 0, 0
"X3235273B", 0.208, 1,    120.521, -165.6,    1.0036, 2,    120.528,   14.4,    1.0037, 0, 0, 0, 0
"X2692600C", 0.208, 1,    124.181,   80.9,    1.0341, 2,    124.188,  -99.1,    1.0341, 0, 0, 0, 0
"X3179637C", 0.208, 1,    122.354,   84.5,    1.0189, 2,    122.361,  -95.5,    1.0189, 0, 0, 0, 0
"X2729406C", 0.208, 1,    120.276,   81.0,    1.0016, 2,    120.283,  -99.0,    1.0016, 0, 0, 0, 0
"X3029499A", 0.208, 1,    119.831,  -41.1,   0.99785, 2,    119.838,  138.9,   0.99791, 0, 0, 0, 0
"X3179650B", 0.208, 1,    117.151, -162.0,   0.97554, 2,    117.158,   17.9,   0.97559, 0, 0, 0, 0
"X2748780A", 0.208, 1,    112.107,  -41.7,   0.93353, 2,    112.113,  138.3,   0.93359, 0, 0, 0, 0
"X3141398A", 0.208, 1,    118.563,  -45.0,   0.98729, 2,     118.57,  135.0,   0.98735, 0, 0, 0, 0
"X3085403A", 0.208, 1,    119.002,  -44.9,   0.99095, 2,    119.009,  135.0,     0.991, 0, 0, 0, 0
"X3236011B", 0.208, 1,    118.848, -159.7,   0.98967, 2,    118.855,   20.3,   0.98973, 0, 0, 0, 0
"X2710542B", 0.208, 1,    120.506, -167.4,    1.0035, 2,    120.513,   12.6,    1.0035, 0, 0, 0, 0
"X2801896B", 0.208, 1,    119.773, -167.5,   0.99737, 2,     119.78,   12.5,   0.99742, 0, 0, 0, 0
"X3029501B", 0.208, 1,    118.984, -167.2,    0.9908, 2,     118.99,   12.8,   0.99085, 0, 0, 0, 0
"X3159645A", 0.208, 1,    121.843,  -44.6,    1.0146, 2,     121.85,  135.4,    1.0147, 0, 0, 0, 0
"X3125349C", 0.208, 1,    121.462,   78.6,    1.0114, 2,    121.469, -101.4,    1.0115, 0, 0, 0, 0
"X2973149B", 0.208, 1,    117.946, -167.3,   0.98216, 2,    117.953,   12.7,   0.98221, 0, 0, 0, 0
"X3030205C", 0.208, 1,    124.091,   83.3,    1.0333, 2,    124.098,  -96.7,    1.0334, 0, 0, 0, 0
"X2841615A", 0.208, 1,    120.637,  -45.1,    1.0046, 2,    120.644,  134.9,    1.0046, 0, 0, 0, 0
"X2767407B", 0.208, 1,    119.203, -159.4,   0.99262, 2,     119.21,   20.6,   0.99268, 0, 0, 0, 0
"X3139103A", 0.208, 1,    117.879,  -45.4,    0.9816, 2,    117.886,  134.6,   0.98166, 0, 0, 0, 0
"X3011293A", 0.208, 1,    122.065,  -36.7,    1.0165, 2,    122.072,  143.3,    1.0165, 0, 0, 0, 0
"X3011293B", 0.208, 1,    122.377, -156.7,    1.0191, 2,    122.385,   23.3,    1.0191, 0, 0, 0, 0
"X3011293C", 0.208, 1,    124.372,   83.9,    1.0357, 2,    124.379,  -96.1,    1.0357, 0, 0, 0, 0
"X3181545C", 0.208, 1,    121.521,   78.6,    1.0119, 2,    121.528, -101.4,     1.012, 0, 0, 0, 0
"X2935555A", 0.208, 1,    121.763,  -44.5,    1.0139, 2,     121.77,  135.4,     1.014, 0, 0, 0, 0
"X3048207B", 0.208, 1,    118.351, -167.2,   0.98553, 2,    118.358,   12.8,   0.98558, 0, 0, 0, 0
"X3160104B", 0.208, 1,    117.706, -167.4,   0.98016, 2,    117.713,   12.6,   0.98022, 0, 0, 0, 0
"X2851933A", 0.208, 1,    119.125,  -44.9,   0.99198, 2,    119.132,  135.1,   0.99203, 0, 0, 0, 0
"X2851933B", 0.208, 1,    122.089, -166.5,    1.0167, 2,    122.096,   13.5,    1.0167, 0, 0, 0, 0
"X2851933C", 0.208, 1,    121.251,   79.5,    1.0097, 2,    121.258, -100.5,    1.0097, 0, 0, 0, 0
"X2897784B", 0.208, 1,    119.219, -162.0,   0.99276, 2,    119.226,   18.0,   0.99282, 0, 0, 0, 0
"X3207907A", 0.208, 1,     119.12,  -44.9,   0.99193, 2,    119.127,  135.1,   0.99199, 0, 0, 0, 0
"X3207907B", 0.208, 1,    122.081, -166.5,    1.0166, 2,    122.088,   13.5,    1.0166, 0, 0, 0, 0
"X3207907C", 0.208, 1,    121.249,   79.5,    1.0097, 2,    121.256, -100.5,    1.0097, 0, 0, 0, 0
"X2726974B", 0.208, 1,    120.056, -165.6,   0.99972, 2,    120.063,   14.4,   0.99978, 0, 0, 0, 0
"X3029502A", 0.208, 1,    115.489,  -40.2,    0.9617, 2,    115.496,  139.8,   0.96175, 0, 0, 0, 0
"X3178972C", 0.208, 1,    123.772,   79.4,    1.0307, 2,     123.78, -100.7,    1.0307, 0, 0, 0, 0
"X3029055B", 0.208, 1,    117.954, -161.0,   0.98222, 2,    117.961,   18.9,   0.98228, 0, 0, 0, 0
"X3029507B", 0.208, 1,    117.185, -162.2,   0.97582, 2,    117.191,   17.8,   0.97587, 0, 0, 0, 0
"X3254230A", 0.208, 1,     118.99,  -43.8,   0.99085, 2,    118.996,  136.2,    0.9909, 0, 0, 0, 0
"X3030203C", 0.208, 1,    123.834,   82.6,    1.0312, 2,    123.841,  -97.4,    1.0312, 0, 0, 0, 0
"X3048203B", 0.208, 1,    118.392, -167.2,   0.98587, 2,    118.399,   12.8,   0.98593, 0, 0, 0, 0
"X3048963B", 0.208, 1,     119.52, -159.3,   0.99527, 2,    119.527,   20.7,   0.99532, 0, 0, 0, 0
"X2674027B", 0.208, 1,    116.347, -163.0,   0.96884, 2,    116.354,   17.0,    0.9689, 0, 0, 0, 0
"X2973163B", 0.208, 1,    116.538, -162.3,   0.97043, 2,    116.544,   17.7,   0.97048, 0, 0, 0, 0
"X2955074A", 0.208, 1,    118.826,  -39.0,   0.98948, 2,    118.832,  141.0,   0.98954, 0, 0, 0, 0
"X3216342B", 0.208, 1,    120.557, -166.9,    1.0039, 2,    120.564,   13.1,     1.004, 0, 0, 0, 0
"X3235243C", 0.208, 1,    121.337,   78.6,    1.0104, 2,    121.344, -101.4,    1.0105, 0, 0, 0, 0
"X3214069C", 0.208, 1,    123.559,   81.8,    1.0289, 2,    123.566,  -98.2,     1.029, 0, 0, 0, 0
"X2841632B", 0.208, 1,    120.066, -166.1,   0.99981, 2,    120.073,   13.8,   0.99987, 0, 0, 0, 0
"X2822859B", 0.208, 1,    115.998, -162.4,   0.96593, 2,    116.005,   17.6,   0.96599, 0, 0, 0, 0
"X3142050C", 0.208, 1,    122.472,   84.5,    1.0198, 2,    122.479,  -95.5,    1.0199, 0, 0, 0, 0
"X2973155A", 0.208, 1,    121.287,  -44.4,      1.01, 2,    121.294,  135.6,      1.01, 0, 0, 0, 0
"X2973791A", 0.208, 1,    113.742,  -41.0,   0.94715, 2,    113.748,  139.0,    0.9472, 0, 0, 0, 0
"X2841629C", 0.208, 1,      123.1,   80.2,    1.0251, 2,    123.107,  -99.8,    1.0251, 0, 0, 0, 0
"X2822868A", 0.208, 1,    119.005,  -44.9,   0.99098, 2,    119.012,  135.0,   0.99103, 0, 0, 0, 0
"X3122823B", 0.208, 1,    117.218, -162.2,    0.9761, 2,    117.225,   17.8,   0.97615, 0, 0, 0, 0
"X2952003B", 0.208, 1,    116.981, -161.8,   0.97412, 2,    116.988,   18.2,   0.97418, 0, 0, 0, 0
"X3104856A", 0.208, 1,    120.351,  -37.8,    1.0022, 2,    120.358,  142.2,    1.0022, 0, 0, 0, 0
"X2786204C", 0.208, 1,    124.173,   84.7,     1.034, 2,    124.181,  -95.3,    1.0341, 0, 0, 0, 0
"X2841622A", 0.208, 1,    121.119,  -44.4,    1.0086, 2,    121.126,  135.6,    1.0086, 0, 0, 0, 0
"X2973150A", 0.208, 1,    118.957,  -43.8,   0.99058, 2,    118.964,  136.2,   0.99063, 0, 0, 0, 0
"X3066826B", 0.208, 1,    120.824, -165.5,    1.0061, 2,    120.831,   14.5,    1.0062, 0, 0, 0, 0
"X3197638A", 0.208, 1,    120.237,  -45.2,    1.0012, 2,    120.244,  134.8,    1.0013, 0, 0, 0, 0
"X2785530A", 0.208, 1,    119.014,  -44.9,   0.99105, 2,    119.021,  135.1,   0.99111, 0, 0, 0, 0
"X3082988B", 0.208, 1,    119.392, -159.3,   0.99419, 2,    119.398,   20.7,   0.99425, 0, 0, 0, 0
"X2860491A", 0.208, 1,    120.392,  -41.0,    1.0025, 2,    120.399,  139.0,    1.0026, 0, 0, 0, 0
"X2860491B", 0.208, 1,    119.632, -161.9,    0.9962, 2,    119.639,   18.1,   0.99626, 0, 0, 0, 0
"SX2673305B", 0.208, 1,    123.109, -160.7,    1.0252, 2,    123.116,   19.3,    1.0252, 0, 0, 0, 0
"SX3048196B", 0.208, 1,    122.971, -160.7,     1.024, 2,    122.979,   19.3,    1.0241, 0, 0, 0, 0
"SX2991911C", 0.208, 1,    122.948,   80.3,    1.0238, 2,    122.955,  -99.8,    1.0239, 0, 0, 0, 0
"SX2973158C", 0.208, 1,    123.241,   80.3,    1.0262, 2,    123.248,  -99.7,    1.0263, 0, 0, 0, 0
"SX3048208A", 0.208, 1,    123.484,  -40.2,    1.0283, 2,    123.491,  139.8,    1.0283, 0, 0, 0, 0
"SX3029502A", 0.208, 1,    114.319,  -40.1,   0.95195, 2,    114.325,  139.9,   0.95201, 0, 0, 0, 0
"SX3104125B", 0.208, 1,    114.877, -160.5,    0.9566, 2,    114.884,   19.5,   0.95666, 0, 0, 0, 0
"SX3160107A", 0.208, 1,    115.418,  -40.0,    0.9611, 2,    115.425,  140.0,   0.96116, 0, 0, 0, 0
"SX2785516B", 0.208, 1,     122.86, -160.7,    1.0231, 2,    122.867,   19.3,    1.0231, 0, 0, 0, 0
"SX3141400A", 0.208, 1,    116.304,  -39.9,   0.96848, 2,    116.311,  140.1,   0.96854, 0, 0, 0, 0
"SX2897775C", 0.208, 1,    122.191,   80.2,    1.0175, 2,    122.198,  -99.8,    1.0176, 0, 0, 0, 0
"SX3010565C", 0.208, 1,    122.574,   80.2,    1.0207, 2,    122.581,  -99.9,    1.0208, 0, 0, 0, 0
"SX2916609C", 0.208, 1,    122.543,   80.2,    1.0204, 2,     122.55,  -99.8,    1.0205, 0, 0, 0, 0
"SX2879073C", 0.208, 1,    122.381,   80.2,    1.0191, 2,    122.388,  -99.9,    1.0191, 0, 0, 0, 0
"SX3104126C", 0.208, 1,    122.585,   80.2,    1.0208, 2,    122.592,  -99.8,    1.0208, 0, 0, 0, 0
"SX3029503C", 0.208, 1,    122.509,   80.2,    1.0202, 2,    122.516,  -99.8,    1.0202, 0, 0, 0, 0
"SX2691950C", 0.208, 1,    122.291,   80.2,    1.0183, 2,    122.298,  -99.8,    1.0184, 0, 0, 0, 0
"SX2691951C", 0.208, 1,    122.464,   80.2,    1.0198, 2,    122.472,  -99.8,    1.0198, 0, 0, 0, 0
"SX2879076C", 0.208, 1,    122.761,   80.2,    1.0223, 2,    122.768,  -99.8,    1.0223, 0, 0, 0, 0
"SX2841630C", 0.208, 1,    122.471,   80.2,    1.0198, 2,    122.479,  -99.8,    1.0199, 0, 0, 0, 0
"SX2841629C", 0.208, 1,    122.158,   80.2,    1.0172, 2,    122.165,  -99.8,    1.0173, 0, 0, 0, 0
"SX2785523C", 0.208, 1,    122.685,   80.2,    1.0216, 2,    122.692,  -99.8,    1.0217, 0, 0, 0, 0
"SX3216347C", 0.208, 1,     122.71,   80.2,    1.0218, 2,    122.717,  -99.8,    1.0219, 0, 0, 0, 0
"SX3141388C", 0.208, 1,    122.784,   80.2,    1.0224, 2,    122.791,  -99.8,    1.0225, 0, 0, 0, 0
"SX3066801C", 0.208, 1,    122.683,   80.2,    1.0216, 2,    122.691,  -99.8,    1.0217, 0, 0, 0, 0
"SX2879055C", 0.208, 1,    122.672,   80.2,    1.0215, 2,    122.679,  -99.8,    1.0216, 0, 0, 0, 0
"SX2973144C", 0.208, 1,    122.277,   80.2,    1.0182, 2,    122.284,  -99.8,    1.0183, 0, 0, 0, 0
"SX2785518C", 0.208, 1,    122.501,   80.2,    1.0201, 2,    122.508,  -99.8,    1.0201, 0, 0, 0, 0
"SX2766717C", 0.208, 1,    122.625,   80.2,    1.0211, 2,    122.632,  -99.8,    1.0212, 0, 0, 0, 0
"SX2673309C", 0.208, 1,    122.243,   80.2,    1.0179, 2,    122.251,  -99.8,     1.018, 0, 0, 0, 0
"SX3104113A", 0.208, 1,    121.772,  -40.6,     1.014, 2,    121.779,  139.4,    1.0141, 0, 0, 0, 0
"SX3104121A", 0.208, 1,    121.773,  -40.6,     1.014, 2,     121.78,  139.4,    1.0141, 0, 0, 0, 0
"SX2673310A", 0.208, 1,    121.777,  -40.6,    1.0141, 2,    121.785,  139.4,    1.0141, 0, 0, 0, 0
"SX2916627A", 0.208, 1,    121.784,  -40.6,    1.0141, 2,    121.791,  139.4,    1.0142, 0, 0, 0, 0
"SX2804283A", 0.208, 1,    121.799,  -40.6,    1.0142, 2,    121.806,  139.4,    1.0143, 0, 0, 0, 0
"SX3104122A", 0.208, 1,    121.817,  -40.6,    1.0144, 2,    121.824,  139.4,    1.0144, 0, 0, 0, 0
"SX2785519A", 0.208, 1,    121.824,  -40.6,    1.0145, 2,    121.831,  139.4,    1.0145, 0, 0, 0, 0
"SX2748129A", 0.208, 1,    121.557,  -40.5,    1.0122, 2,    121.564,  139.4,    1.0123, 0, 0, 0, 0
"SX2973151A", 0.208, 1,    122.086,  -40.6,    1.0166, 2,    122.093,  139.4,    1.0167, 0, 0, 0, 0
"SX2748146A", 0.208, 1,     122.11,  -40.6,    1.0168, 2,    122.118,  139.4,    1.0169, 0, 0, 0, 0
"SX2991913A", 0.208, 1,     122.19,  -40.6,    1.0175, 2,    122.198,  139.4,    1.0176, 0, 0, 0, 0
"SX3235253A", 0.208, 1,    121.969,  -40.5,    1.0157, 2,    121.976,  139.5,    1.0157, 0, 0, 0, 0
"SX2991907A", 0.208, 1,        122,  -40.5,    1.0159, 2,    122.007,  139.5,     1.016, 0, 0, 0, 0
"SX2879064A", 0.208, 1,    122.054,  -40.5,    1.0164, 2,    122.061,  139.5,    1.0164, 0, 0, 0, 0
"SX3197637C", 0.208, 1,     122.87,   80.1,    1.0232, 2,    122.877,  -99.9,    1.0232, 0, 0, 0, 0
"SX2860487C", 0.208, 1,    122.761,   80.2,    1.0222, 2,    122.768,  -99.8,    1.0223, 0, 0, 0, 0
"SX2841638C", 0.208, 1,    122.725,   79.7,     1.022, 2,    122.732, -100.3,     1.022, 0, 0, 0, 0
"SX3235256A", 0.208, 1,    120.978,  -40.9,    1.0074, 2,    120.986,  139.1,    1.0075, 0, 0, 0, 0
"SX3197630A", 0.208, 1,    120.929,  -40.9,     1.007, 2,    120.936,  139.1,    1.0071, 0, 0, 0, 0
"SX3104120B", 0.208, 1,    120.751, -161.5,    1.0055, 2,    120.758,   18.5,    1.0056, 0, 0, 0, 0
"SX2804251A", 0.208, 1,    121.529,  -40.8,     1.012, 2,    121.536,  139.2,     1.012, 0, 0, 0, 0
"SX3254210C", 0.208, 1,    122.698,   79.9,    1.0217, 2,    122.705, -100.1,    1.0218, 0, 0, 0, 0
"SX3048206A", 0.208, 1,    121.633,  -40.7,    1.0129, 2,     121.64,  139.3,    1.0129, 0, 0, 0, 0
"SX2710510C", 0.208, 1,    122.821,   79.9,    1.0228, 2,    122.828, -100.1,    1.0228, 0, 0, 0, 0
"SX3197628C", 0.208, 1,     122.44,   79.9,    1.0196, 2,    122.447, -100.1,    1.0196, 0, 0, 0, 0
"SX2766718C", 0.208, 1,    122.131,   80.0,     1.017, 2,    122.138, -100.0,    1.0171, 0, 0, 0, 0
"SX3010556A", 0.208, 1,    122.163,  -40.6,    1.0173, 2,    122.171,  139.4,    1.0173, 0, 0, 0, 0
"SX2710520A", 0.208, 1,    120.801,  -41.0,    1.0059, 2,    120.808,  139.0,     1.006, 0, 0, 0, 0
"SX2710521A", 0.208, 1,     120.57,  -41.0,     1.004, 2,    120.577,  139.0,    1.0041, 0, 0, 0, 0
"SX3085396A", 0.208, 1,    120.566,  -41.0,     1.004, 2,    120.573,  139.0,     1.004, 0, 0, 0, 0
"SX3122813A", 0.208, 1,    120.785,  -41.0,    1.0058, 2,    120.792,  139.0,    1.0059, 0, 0, 0, 0
"SX3254219C", 0.208, 1,    122.369,   79.6,     1.019, 2,    122.377, -100.4,    1.0191, 0, 0, 0, 0
"SX3254220C", 0.208, 1,    122.367,   79.6,     1.019, 2,    122.375, -100.4,     1.019, 0, 0, 0, 0
"SX3104134C", 0.208, 1,    122.391,   79.6,    1.0192, 2,    122.398, -100.4,    1.0192, 0, 0, 0, 0
"SX2860490A", 0.208, 1,    120.343,  -41.0,    1.0021, 2,     120.35,  139.0,    1.0022, 0, 0, 0, 0
"SX3254218A", 0.208, 1,    120.452,  -41.0,     1.003, 2,    120.459,  139.0,    1.0031, 0, 0, 0, 0
"SX3066818B", 0.208, 1,    119.653, -161.8,   0.99637, 2,     119.66,   18.2,   0.99643, 0, 0, 0, 0
"SX2785528B", 0.208, 1,    119.641, -161.9,   0.99627, 2,    119.648,   18.1,   0.99633, 0, 0, 0, 0
"SX2748130B", 0.208, 1,    119.388, -161.8,   0.99416, 2,    119.395,   18.2,   0.99422, 0, 0, 0, 0
"SX3254212B", 0.208, 1,    119.072, -161.8,   0.99153, 2,    119.079,   18.2,   0.99159, 0, 0, 0, 0
"SX2785520B", 0.208, 1,    119.488, -161.9,     0.995, 2,    119.495,   18.1,   0.99506, 0, 0, 0, 0
"SX2729411A", 0.208, 1,     120.26,  -41.0,    1.0014, 2,    120.267,  139.0,    1.0015, 0, 0, 0, 0
"SX2897781A", 0.208, 1,     120.26,  -41.0,    1.0014, 2,    120.267,  139.0,    1.0015, 0, 0, 0, 0
"SX3197644A", 0.208, 1,    120.149,  -41.0,    1.0005, 2,    120.156,  139.0,    1.0006, 0, 0, 0, 0
"SX3010566C", 0.208, 1,    122.167,   80.1,    1.0173, 2,    122.175,  -99.9,    1.0174, 0, 0, 0, 0
"SX3236011B", 0.208, 1,    118.477, -159.7,   0.98657, 2,    118.484,   20.3,   0.98663, 0, 0, 0, 0
"SX3198358B", 0.208, 1,    117.899, -159.6,   0.98176, 2,    117.906,   20.4,   0.98182, 0, 0, 0, 0
"SX3104859B", 0.208, 1,    118.457, -159.7,   0.98641, 2,    118.464,   20.3,   0.98647, 0, 0, 0, 0
"SX2936275B", 0.208, 1,    122.109, -156.7,    1.0168, 2,    122.116,   23.3,    1.0169, 0, 0, 0, 0
"SX3179674B", 0.208, 1,    121.731, -156.7,    1.0137, 2,    121.738,   23.3,    1.0137, 0, 0, 0, 0
"SX2748840B", 0.208, 1,    121.943, -156.7,    1.0154, 2,     121.95,   23.3,    1.0155, 0, 0, 0, 0
"SX3142099B", 0.208, 1,    121.706, -156.7,    1.0135, 2,    121.713,   23.3,    1.0135, 0, 0, 0, 0
"SX3011298C", 0.208, 1,    122.521,   81.2,    1.0203, 2,    122.529,  -98.8,    1.0203, 0, 0, 0, 0
"SX2711234B", 0.208, 1,     118.24, -159.6,   0.98461, 2,    118.247,   20.3,   0.98467, 0, 0, 0, 0
"SX3198355B", 0.208, 1,    118.614, -159.7,   0.98772, 2,    118.621,   20.3,   0.98778, 0, 0, 0, 0
"SX2879773A", 0.208, 1,     118.25,  -39.3,   0.98469, 2,    118.257,  140.7,   0.98474, 0, 0, 0, 0
"SX2786274C", 0.208, 1,    122.298,   81.4,    1.0184, 2,    122.305,  -98.6,    1.0185, 0, 0, 0, 0
"SX3179682C", 0.208, 1,    122.552,   81.3,    1.0205, 2,     122.56,  -98.7,    1.0206, 0, 0, 0, 0
"SX2936270A", 0.208, 1,    122.963,  -35.8,    1.0239, 2,    122.971,  144.2,     1.024, 0, 0, 0, 0
"SX3086078A", 0.208, 1,    122.955,  -35.8,    1.0239, 2,    122.963,  144.2,    1.0239, 0, 0, 0, 0
"SX3217056A", 0.208, 1,    122.388,  -35.8,    1.0191, 2,    122.396,  144.2,    1.0192, 0, 0, 0, 0
"SX3217057A", 0.208, 1,    123.272,  -35.8,    1.0265, 2,    123.279,  144.2,    1.0266, 0, 0, 0, 0
"SX2936268C", 0.208, 1,    124.273,   84.5,    1.0348, 2,    124.281,  -95.5,    1.0349, 0, 0, 0, 0
"SX2823592A", 0.208, 1,    124.056,  -35.4,     1.033, 2,    124.063,  144.5,    1.0331, 0, 0, 0, 0
"SX3160863C", 0.208, 1,    124.233,   84.8,    1.0345, 2,     124.24,  -95.2,    1.0346, 0, 0, 0, 0
"SX2730108C", 0.208, 1,    123.895,   84.8,    1.0317, 2,    123.902,  -95.2,    1.0318, 0, 0, 0, 0
"SX2786204C", 0.208, 1,     123.24,   84.8,    1.0262, 2,    123.247,  -95.2,    1.0263, 0, 0, 0, 0
"SX2936216C", 0.208, 1,    123.809,   84.7,     1.031, 2,    123.816,  -95.3,     1.031, 0, 0, 0, 0
"SX3029498C", 0.208, 1,     121.04,   80.8,    1.0079, 2,    121.047,  -99.2,     1.008, 0, 0, 0, 0
"SX2991912A", 0.208, 1,     116.18,  -39.9,   0.96745, 2,    116.187,  140.1,   0.96751, 0, 0, 0, 0
"SX3104128A", 0.208, 1,    116.164,  -39.9,   0.96732, 2,    116.171,  140.1,   0.96737, 0, 0, 0, 0
"SX2673315A", 0.208, 1,    116.266,  -39.9,   0.96816, 2,    116.273,  140.1,   0.96822, 0, 0, 0, 0
"SX2766721A", 0.208, 1,    115.903,  -39.8,   0.96514, 2,     115.91,  140.2,    0.9652, 0, 0, 0, 0
"SX2991906A", 0.208, 1,    116.244,  -39.9,   0.96799, 2,    116.251,  140.1,   0.96804, 0, 0, 0, 0
"SX2879054A", 0.208, 1,    115.893,  -39.8,   0.96506, 2,      115.9,  140.1,   0.96512, 0, 0, 0, 0
"SX3254211B", 0.208, 1,    119.013, -161.9,   0.99104, 2,     119.02,   18.1,    0.9911, 0, 0, 0, 0
"SX2729407B", 0.208, 1,    119.191, -161.9,   0.99252, 2,    119.198,   18.1,   0.99258, 0, 0, 0, 0
"SX2691942B", 0.208, 1,    119.083, -161.9,   0.99162, 2,     119.09,   18.1,   0.99168, 0, 0, 0, 0
"SX3197629B", 0.208, 1,    119.042, -161.9,   0.99129, 2,    119.049,   18.1,   0.99134, 0, 0, 0, 0
"SX2879065B", 0.208, 1,     119.17, -161.9,   0.99234, 2,    119.176,   18.1,    0.9924, 0, 0, 0, 0
"SX0247160B", 0.208, 1,    118.896, -162.0,   0.99007, 2,    118.903,   18.0,   0.99013, 0, 0, 0, 0
"SX0247162B", 0.208, 1,    118.885, -162.0,   0.98997, 2,    118.892,   18.0,   0.99003, 0, 0, 0, 0
"SX2766732B", 0.208, 1,    118.986, -162.0,   0.99082, 2,    118.993,   18.0,   0.99088, 0, 0, 0, 0
"SX2897784B", 0.208, 1,    118.289, -161.9,   0.98501, 2,    118.296,   18.1,   0.98507, 0, 0, 0, 0
"SX0247171B", 0.208, 1,    118.854, -162.0,   0.98972, 2,    118.861,   18.0,   0.98978, 0, 0, 0, 0
"SX2936279C", 0.208, 1,      121.8,   81.1,    1.0142, 2,    121.807,  -98.9,    1.0143, 0, 0, 0, 0
"SX3179678B", 0.208, 1,    117.532, -159.9,   0.97871, 2,    117.539,   20.1,   0.97877, 0, 0, 0, 0
"SX3179650B", 0.208, 1,    116.774, -162.0,   0.97239, 2,    116.781,   18.0,   0.97245, 0, 0, 0, 0
"SX2730107C", 0.208, 1,    123.512,   80.9,    1.0285, 2,    123.519,  -99.1,    1.0286, 0, 0, 0, 0
"SX3048888C", 0.208, 1,    121.747,   84.5,    1.0138, 2,    121.754,  -95.5,    1.0139, 0, 0, 0, 0
"SX3064514C", 0.208, 1,    121.763,   84.5,    1.0139, 2,     121.77,  -95.5,     1.014, 0, 0, 0, 0
"SX2861158C", 0.208, 1,    121.592,   84.5,    1.0125, 2,    121.599,  -95.5,    1.0126, 0, 0, 0, 0
